"ID","F-number","JH-number","title","Dimensions","creator-place","creator-date","credits","details","rgb_img","bw_img","rgb_shape","bw_shape","heads","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Head of a Woman 4","Head of a Prostitute","Head of an Old Man","Torso of Venus","Torso of Venus 1","Torso of Venus 2","Torso of Venus 3","this torso of Venus","standing torso of Venus","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Male Torso","portrait","still life","nude","cityscape","animal art","Horse","Kneeling Ecorche","Portrait of a Prostitute","Woman Sewing","The Potato Eaters","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Van Gogh wrote","he wrote","drew","complementary colours","which he painted a number of times","He would use this technique more than once in his later work","1881","1884","1885","1886","1887","1890","Nuenen","Antwerp","Paris","self-portrait","artists portrait","Vincent van Gogh","Self-Portrait or Portrait of Theo van Gogh","Self-Portrait with Straw Hat and Pipe","Self-Portrait as a Painter","Self-Portrait with Straw Hat","Self-Portrait","Self-Portrait 1","Self-Portrait 2","Portrait of Pere Tanguy","Portrait of a Woman","Portrait of a Woman 1","Seated Zouave","Seated Girl Seen from the Front","Two Manzai Dancers and Kite Flying Women and Children at the New Year","The Potato Eaters 1","The Potato Eaters (#1)","Study for The Potato Eaters","Studies of the Interior of a Cottage, and a Sketch of The Potato Eaters","Four People Sharing a Meal","Undergrowth","Undergrowth 1","Trees and Undergrowth","Dish with Citrus Fruit","Still Life with Earthenware and Bottles","Skull","Apples","Grapes","Beer Tankards","Basket of Potatoes","Basket of Potatoes 1","Baskets of Potatoes","Basket of Apples","Basket of Apples 1","Basket of Apples 2","Impasse des Deux Freres","Flame Nettle in a Flowerpot","Small Bottle with Peonies and Blue Delphiniums","Basket of Hyacinth Bulbs","Glass with Yellow Roses","Carafe and Dish with Citrus Fruit","figure (representation)","landscape (representation)","genre picture","peasant life","interior scene","street scene","townscape","river landscape","cafe scene","seascape","coastal landscape","marine","history (visual work)","study","religion","New Print of Insects and Small Creatures","Letter from Vincent van Gogh to Theo van Gogh with sketch of The Reformed Church in Nuenen","Letter from Vincent van Gogh to Theo van Gogh with sketches of The Potato Eaters, Man and a Woman Planting Potatoes and Two Women Working in the Fields","Letter from Vincent van Gogh to Theo van Gogh with sketches of Three Orchards and Small Pear Tree in Blossom","Three Novels","Auvers-sur-Oise","Saint-Remy-de-Provence","Arles","The Hague","Nieuw Amsterdam","Amsterdam","Drenthe","Square Saint-Pierre at Sunset","The Hill of Montmartre with Stone Quarry","The Hill of Montmartre with Stone Quarry 1","View of Paris with Notre-Dame and the Pantheon","View of Paris with the Hotel de Ville and the Tour Saint-Jacques","View of Paris with the Opera","Entrance to the Moulin de la Galette","Gardens on Montmartre and the Blute-Fin Windmill","The Labours of the Fields","Montmartre: Windmills and Allotments","View from the Apartment in the Rue Lepic","The Boulevard de Clichy","Garden with Courting Couples: Square Saint-Pierre","Water Hyacinth, Sandpiper and Kingfisher, from the album New Selection of Birds and Flowers","Sudden Evening Shower on the Great Bridge near Atake, from the series One Hundred Views of Famous Places in Edo","The Residence with Plum Trees at Kameido, from the series One Hundred Views of Famous Places in Edo","Tracing of The Plum Tree Teahouse at Kameido of Hiroshige","Tracing of the Cover of Paris Illustre. Le Japon","Burning Weeds","1882","1883","1888","1889"
"s0184V1962","F0392","JH1361","sprig of flowering almond in a glass","24.5 cm x 19.5 cm, 34 cm x 28.7 cm","arles","march 1888","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0184V1962\vangoghmuseum-s0184V1962-800-rgb.jpg","Data\Img\s0184V1962\vangoghmuseum-s0184V1962-800-bw.jpg","[800, 624, 3]","[800, 624]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","http://vangoghletters.org/vg/letters/let582/letter.html","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=arles","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1888","localhost"
"s0185V1962","F0281","JH1143","flame nettle in a flowerpot","42.1 cm x 21.9 cm, 50.7 cm x 30.7 cm","paris","june-july 1886","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0185V1962\vangoghmuseum-s0185V1962-800-rgb.jpg","Data\Img\s0185V1962\vangoghmuseum-s0185V1962-800-bw.jpg","[800, 399, 3]","[800, 399]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://www.vangoghmuseum.nl/en/stories/looking-for-contrast","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1886","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0182v1962","localhost","https://vangoghmuseum.nl/en/collection/s0178v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"s0186V1962","F0339","JH1238","cafe table with absinthe","46.3 cm x 33.2 cm, 60 cm x 47 cm","paris","february-march 1887","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0186V1962\vangoghmuseum-s0186V1962-800-rgb.jpg","Data\Img\s0186V1962\vangoghmuseum-s0186V1962-800-bw.jpg","[800, 558, 3]","[800, 558]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost","https://vangoghmuseum.nl/en/collection/d0693v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=genre picture","localhost","https://vangoghmuseum.nl/en/collection?genre=interior scene","https://vangoghmuseum.nl/en/collection?genre=street scene","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=café scene","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"s0187V1962","F0749","JH2012","roses","33.5 cm x 24.5 cm, 51.5 cm x 42.4 cm","saint-remy-de-provence","may-june 1889","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0187V1962\vangoghmuseum-s0187V1962-800-rgb.jpg","Data\Img\s0187V1962\vangoghmuseum-s0187V1962-800-bw.jpg","[800, 582, 3]","[800, 582]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=saint-rémy-de-provence","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1889"
"s0188V1962","F0748","JH2013","butterflies and poppies","35 cm x 25.5 cm, 52.8 cm x 43.5 cm","saint-remy-de-provence","may-june 1889","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0188V1962\vangoghmuseum-s0188V1962-800-rgb.jpg","Data\Img\s0188V1962\vangoghmuseum-s0188V1962-800-bw.jpg","[800, 582, 3]","[800, 582]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=animal art","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=saint-rémy-de-provence","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1889"
"s0189V1962","F0610","JH1702","giant peacock moth","33.5 cm x 24.5 cm, 52 cm x 42 cm","saint-remy-de-provence","may-june 1889","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0189V1962\vangoghmuseum-s0189V1962-800-rgb.jpg","Data\Img\s0189V1962\vangoghmuseum-s0189V1962-800-bw.jpg","[800, 586, 3]","[800, 586]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=animal art","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=saint-rémy-de-provence","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1889"
"s0190V1962","F0597","JH2011","wild roses","24.5 cm x 33.5 cm, 41.8 cm x 51 cm","saint-remy-de-provence","may-june 1889","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0190V1962\vangoghmuseum-s0190V1962-800-rgb.jpg","Data\Img\s0190V1962\vangoghmuseum-s0190V1962-800-bw.jpg","[573, 800, 3]","[573, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=saint-rémy-de-provence","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1889"
"s0193V1962","F0338","JH1237","dish with citrus fruit","21.5 cm x 27.5 cm, 32.0 cm x 38.0 cm","paris","february-march 1887","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0193V1962\vangoghmuseum-s0193V1962-800-rgb.jpg","Data\Img\s0193V1962\vangoghmuseum-s0193V1962-800-bw.jpg","[636, 800, 3]","[636, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0020v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"s0194V1962","F0603","JH1336","grapes","33.0 cm x 46.3 cm, 48.2 cm x 61.6 cm","paris","september-october 1887","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0194V1962\vangoghmuseum-s0194V1962-800-rgb.jpg","Data\Img\s0194V1962\vangoghmuseum-s0194V1962-800-bw.jpg","[558, 800, 3]","[558, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0131v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"s0196V1962","F0659","JH1850","garden of the asylum","72.0 cm x 91.0 cm, 90.7 cm x 109.7 cm","saint-remy-de-provence","december 1889","van gogh museum, amsterdam (vincent van gogh foundation, gift from paul gachet jr.)","oil on canvas","Data\Img\s0196V1962\vangoghmuseum-s0196V1962-800-rgb.jpg","Data\Img\s0196V1962\vangoghmuseum-s0196V1962-800-bw.jpg","[629, 800, 3]","[629, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=landscape (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=saint-rémy-de-provence","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1889"
"s0197V1962","F0310","JH1274","wheatfield with partridge","53.7 cm x 65.2 cm, 71.5 cm x 82.5 cm","paris","june-july 1887","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0197V1962\vangoghmuseum-s0197V1962-800-rgb.jpg","Data\Img\s0197V1962\vangoghmuseum-s0197V1962-800-bw.jpg","[660, 800, 3]","[660, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=landscape (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"s0198V1962","F0687","JH1782","the reaper (after millet)","44 cm x 33 cm, 58.5 cm x 47.5 cm","saint-remy-de-provence","september 1889","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0198V1962\vangoghmuseum-s0198V1962-800-rgb.jpg","Data\Img\s0198V1962\vangoghmuseum-s0198V1962-800-bw.jpg","[800, 594, 3]","[800, 594]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","http://vangoghletters.org/vg/letters/let805/letter.html","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=genre picture","https://vangoghmuseum.nl/en/collection?genre=peasant life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=saint-rémy-de-provence","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/t0913v1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1889"
"s0199V1962","F0216g","JH1055","plaster cast of a womans torso","40.8 cm x 27.1 cm, 49.1 cm x 35.5 cm","paris","february-march 1887","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0199V1962\vangoghmuseum-s0199V1962-800-rgb.jpg","Data\Img\s0199V1962\vangoghmuseum-s0199V1962-800-bw.jpg","[800, 523, 3]","[800, 523]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0075v1962","https://vangoghmuseum.nl/en/collection/s0200v1962","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=study","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"s0200V1962","F0216h","JH1058","plaster cast of a womans torso","41.0 cm x 32.7 cm, 49.6 cm x 41.6 cm","paris","february-march 1887","van gogh museum, amsterdam (vincent van gogh foundation)","oil on canvas","Data\Img\s0200V1962\vangoghmuseum-s0200V1962-800-rgb.jpg","Data\Img\s0200V1962\vangoghmuseum-s0200V1962-800-bw.jpg","[800, 636, 3]","[800, 636]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0075v1962","https://vangoghmuseum.nl/en/collection/s0199v1962","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=still life","https://vangoghmuseum.nl/en/collection?genre=nude","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?date=1887","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?place=paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?genre=figure (representation)","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?type=study","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
