"ID","CORE_TEXT","EXT_TEXT","he wrote","Van Gogh wrote","complementary colours","The Potato Eaters","this torso of Venus","drew","standing torso of Venus","which he painted a number of times","He would use this technique more than once in his later work","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Torso of Venus","Horse","Torso of Venus 1","Male Torso","Kneeling Ecorche","Torso of Venus 2","Portrait of a Prostitute","Head of an Old Man","Head of a Woman 4","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Torso of Venus 3","Woman Sewing","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Head of a Prostitute","1885","Nuenen","painting","1887","Paris","cityscape","portrait","landscape representation","still life","1890","AuverssurOise","animal art","drawing","1884","study","figure representation","heads","Antwerp","1886","nude","1881","Brussels"
"d0414-059V1962","Woman pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-060V1962","Indistinct image 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-062V1962","Woman chalk pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-063V1962","Cows in the Fields chalk pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-064V1962","Hind Legs of Horse pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-065V1962","City View with Bridge chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-066V1962","Head of a Man chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-080V1962","Woman chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-081V1962","Head of a Child chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-082V1962","Sunflowers pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-083V1962","Sunflowers pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-084V1962","Irises pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-085V1962","Man Mowing chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-086V1962","Figure and notes chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-088V1962","Woman chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-089V1962","Woman chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-090V1962","The Town Hall pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-091V1962","Figures with Horse chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-096V1962","Fishing Boat pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-097V1962","Peasants wth Two Horses and Plough chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-098V1962","Digger chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-099V1962","Contours of a Figure chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-100V1962","Three Fish chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-101V1962","Woman on a Velocipede chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-102V1962","Woman chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-103V1962","Hand chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-110V1962","Figures in a Landscape pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-112V1962","Man with Bag chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-113V1962","Horse and Carriage with Figure chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-114V1962","Train Carriages chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-115V1962","Contours of a figure chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-118V1962","Figures on a Bridge or Road lower part pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-119V1962","Figures on a Bridge or Road upper part pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-120V1962","Head of a Child chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-122V1962","Woman chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-123V1962","Head of a Woman chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-124V1962","Landscape with the River Oise chalk on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-125V1962","Forelegs of a Horse pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-126V1962","Les Alyscamps pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-127V1962","Woman pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
"d0414-128V1962","Two Horses lower part pencil on paper 134 cm x 85 cm ?","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation Unknown","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1890","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=drawing","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost"
